age,income,score,balance,region,label
44.6,45389.17,-0.4447,9693.47,south,0
29.7,81954.86,1.5430,3537.03,east,1
46.3,48994.84,2.2553,4326.12,east,1
54.2,62381.25,-0.6420,7766.98,west,0
43.1,69265.53,-0.1105,-1379.50,east,1
36.3,74225.93,-1.5571,3738.66,west,1
30.9,60562.17,-0.8363,4370.49,north,1
33.4,39581.17,-0.8963,-1883.81,south,0
20.6,79330.22,-0.1169,2118.25,north,1
31.3,52274.14,-1.2028,5571.79,west,0
67.6,50647.26,0.9152,5874.12,south,1
18.4,97953.36,-0.0709,9732.80,west,1
55.8,76841.38,-0.2662,7676.80,south,0
59.0,40556.16,0.9063,967.47,west,0
39.0,51378.95,-0.2796,7199.30,east,0
49.0,55790.87,-1.2511,6021.03,north,0
29.5,46366.71,0.0143,5208.61,south,0
52.7,24515.66,2.1532,1555.66,east,0
54.8,75386.10,0.0868,10364.29,south,1
56.2,74893.36,0.5095,10051.00,north,1
43.6,64937.58,-0.2092,5784.27,north,0
68.5,52864.63,-0.2317,2514.56,west,0
63.0,64336.45,0.4909,1561.95,west,0
47.8,72303.57,-2.6516,1617.81,west,0
53.5,40881.90,-1.2500,7515.99,east,0
32.3,,-0.6063,-88.68,west,1
67.1,49912.43,-0.2811,8256.25,west,0
51.5,73374.65,1.4374,4397.99,east,1
64.5,65244.86,2.4350,5947.49,north,1
33.0,36092.96,0.6165,7145.67,north,1
69.1,48829.05,0.3847,11935.94,west,0
23.5,93347.80,0.6681,7086.30,north,1
45.6,42217.78,1.4906,4423.54,west,1
23.7,63158.25,-0.9939,6021.38,east,0
27.9,48581.28,-0.5034,5329.13,west,0
57.7,83619.92,0.1423,5028.50,west,1
21.4,59132.97,0.2845,5228.68,north,1
37.9,52171.13,-1.9067,2001.16,south,0
28.0,38382.90,0.4160,5852.55,north,1
62.2,55742.19,-1.5980,946.28,north,0
22.3,75776.21,0.7508,8249.80,north,1
35.5,72862.91,0.8310,3824.50,north,1
62.5,35614.54,-2.2685,1503.70,south,0
53.7,89405.32,0.4884,6861.41,north,1
54.6,55699.93,0.1826,6929.38,north,1
69.5,40638.42,-0.6297,5248.41,north,0
19.2,62668.39,0.9355,496.39,west,1
52.6,,1.9840,1110.99,west,1
56.7,49483.75,0.4817,6525.80,south,0
56.9,,-1.1039,11562.94,west,0
55.1,58579.92,-1.4518,5694.07,west,0
21.8,50931.55,-1.1803,5804.98,north,0
22.4,28372.11,-1.0289,6665.08,north,0
58.2,69982.53,1.1057,2399.25,south,1
49.8,50522.43,0.2724,8205.91,south,0
31.7,82526.93,-0.0416,3106.55,south,1
18.5,70210.82,0.8556,5067.65,west,1
45.7,71718.80,0.0038,2563.65,east,1
22.7,63613.36,0.0199,1397.32,south,1
56.9,84362.78,,2694.39,north,1
35.7,54119.58,-0.6359,2221.02,north,0
60.0,41717.88,0.0154,3768.59,west,0
23.0,66638.56,-1.1806,9478.35,east,1
43.7,9552.26,1.6405,5817.52,north,0
23.2,53338.97,0.1081,3302.84,west,0
58.6,64201.07,-0.5620,6164.85,west,0
47.1,52452.34,0.9573,3277.83,east,1
30.2,83598.51,-1.0704,8272.61,west,0
68.1,73244.91,1.0395,7291.17,west,1
53.5,62298.76,0.0693,3916.29,east,0
35.5,52737.61,1.8607,4827.69,west,0
62.5,80565.77,-0.5633,5184.68,south,0
37.8,47550.14,-0.4112,1991.22,north,1
67.0,52440.68,-0.8569,1593.96,east,0
33.5,74071.68,-1.2592,4572.80,east,1
69.2,71252.52,0.2342,2329.61,north,1
21.2,98025.09,-1.0711,4898.43,north,1
56.2,56136.99,0.3019,7467.77,west,1
33.2,25177.58,-0.6536,4327.73,east,0
40.0,72425.61,1.0345,6695.78,west,1
51.1,83540.25,-2.5601,10138.62,west,0
20.4,57083.83,0.3985,3716.38,west,1
29.6,89134.60,0.0302,9198.25,west,1
23.4,93255.78,-0.0161,2563.21,north,1
56.5,47759.26,-0.6483,1626.85,north,0
29.5,51196.89,1.7244,5519.49,north,1
43.9,36849.53,-0.4265,4522.30,east,0
35.1,70223.94,0.4067,687.53,west,1
30.3,73488.98,-0.2799,8783.65,south,0
66.6,71372.35,-0.3769,7503.59,south,1
44.4,37189.11,0.0697,2145.08,south,0
51.8,45928.13,0.6550,4414.42,west,0
54.6,33508.91,-1.1309,4762.66,north,0
60.7,30148.00,-0.4873,1358.11,east,0
31.7,35078.44,-1.4227,5954.28,east,0
22.1,30713.05,0.3783,1027.65,west,0
42.3,56704.21,-0.8695,-79.18,north,0
26.8,67953.29,-0.7619,9232.74,north,0
19.1,71694.01,0.6295,3149.27,north,1
65.8,59699.40,-0.0315,2770.12,north,1
50.6,47598.35,0.3837,4337.67,south,0
39.5,59876.45,-0.1598,2886.10,north,1
25.1,70645.80,0.3880,11292.64,west,1
57.6,54561.59,0.0666,6348.76,south,1
45.7,61038.68,-1.1318,7455.85,west,0
27.1,54369.36,0.1912,7614.00,west,0
69.1,50317.26,-0.3633,11250.27,east,0
67.4,60675.70,-0.2593,-1567.51,north,0
66.2,39324.12,0.2584,7283.29,north,0
61.0,79552.12,-0.5691,5519.42,east,0
45.6,31040.20,-1.0769,5239.22,west,0
33.6,68585.66,1.1589,8436.76,east,1
51.9,34756.73,1.8139,6836.47,east,1
25.9,88044.17,-0.3639,-70.94,south,1
50.1,76143.11,1.1237,5733.09,south,1
21.4,44965.83,0.3638,4514.24,south,1
18.7,51678.57,-0.6608,8274.39,north,1
55.2,39094.54,-0.8537,-1119.72,east,0
35.8,58931.90,-0.3003,6878.65,south,0
54.3,67636.30,-0.4487,5429.87,east,0
58.6,107387.67,-0.3521,6934.77,west,1
61.4,34679.93,-0.1442,6155.20,west,0
50.0,83007.58,-1.1481,-1136.20,south,1
62.0,49211.90,0.8414,7038.68,south,1
52.3,65112.61,-1.1472,4898.02,north,0
66.2,76292.21,-1.0865,2681.37,south,0
64.6,70072.41,0.9007,7774.30,south,1
20.3,67835.77,0.7378,4872.19,south,1
31.9,56352.11,1.4304,9867.05,west,0
38.2,59846.31,0.1152,8167.04,north,1
31.1,62831.21,-0.6626,1733.09,west,0
27.2,82208.49,1.1219,7303.80,east,1
63.4,32808.14,-0.1155,4994.25,south,0
19.3,50892.75,-0.1444,4920.88,west,0
27.5,36910.02,-0.8659,4562.58,east,0
57.5,42148.30,0.3815,7998.81,west,1
29.6,45220.78,-2.3805,2639.38,west,0
31.4,80332.91,0.5044,6283.06,east,1
68.3,99707.52,-2.0172,473.50,south,1
57.7,85090.77,0.8503,5957.84,north,1
41.3,38061.00,-1.5737,1278.94,south,0
25.1,61388.81,0.6585,1253.84,east,1
32.0,38979.82,2.4468,4866.42,north,0
69.0,,-0.2980,1687.41,north,0
59.1,83530.22,-1.1846,8243.11,east,0
21.6,70875.13,1.9194,1766.48,north,1
54.8,76115.62,-0.4609,9711.88,west,1
37.6,57270.76,-1.1322,7414.99,south,0
55.4,23550.02,1.2326,5285.78,south,0
33.4,23314.70,-2.8604,6862.96,east,0
24.8,58171.98,-1.5017,5613.73,south,0
19.0,70629.35,-1.3343,11962.53,west,1
33.4,83505.45,-0.7144,6482.82,west,1
62.7,53551.77,-2.0429,3271.67,south,0
64.3,61375.80,0.8017,6139.70,east,1
53.5,64726.33,1.0015,4005.44,south,1
56.9,79662.73,-0.0766,4803.45,east,1
28.1,58701.54,-0.4343,3271.96,south,0
36.4,39742.58,-1.5833,3433.93,east,0
64.8,80014.92,0.4469,7493.88,south,1
69.3,67600.36,-0.7211,4883.40,west,0
41.0,67067.01,0.5943,7271.45,north,1
58.4,36471.87,,4105.92,east,1
66.5,59856.42,0.0255,4748.79,north,1
69.8,28201.32,-2.1333,3618.61,north,0
33.4,22880.14,-0.9568,8804.84,north,0
52.0,55607.43,1.3440,9848.25,north,0
38.3,51944.18,0.2549,4755.47,east,1
42.2,70491.26,1.4003,7657.51,east,1
42.0,86650.32,-2.2544,776.64,west,0
32.5,59356.47,-0.1323,1278.57,north,1
19.0,93054.01,-0.1956,7192.37,east,1
57.9,49120.90,-1.6442,-110.20,east,0
54.2,74096.76,-0.6638,13248.39,east,0
61.7,36559.04,0.9585,8008.25,east,0
26.0,62330.86,0.5223,10146.76,north,1
30.3,54145.78,,4774.95,east,1
49.0,56129.29,0.3074,1042.34,south,1
66.7,70877.76,1.1732,2420.40,west,1
42.5,25139.57,-1.0982,2460.44,north,0
28.4,62132.39,0.2742,7542.17,south,0
48.9,44978.85,1.0254,1980.33,west,1
67.8,62157.19,-0.7072,2642.24,north,0
63.1,67255.64,1.2841,9677.81,west,0
64.7,53133.61,-0.1080,1446.93,west,0
39.3,53110.01,1.0920,3168.06,north,1
31.6,38689.96,0.9062,9089.56,east,0
63.3,70138.29,0.2471,12456.23,east,1
59.0,47562.59,-0.3088,174.49,south,0
62.3,68197.16,-0.6727,-2123.04,south,0
38.3,33649.70,0.1532,2979.11,west,0
32.9,85264.42,0.1943,5675.23,east,1
30.5,41121.85,1.3880,4922.86,west,0
63.3,81365.56,-0.1022,3394.56,west,1
65.8,51713.70,,1229.04,east,0
37.1,70071.24,1.6699,7568.70,west,1
63.5,57340.56,0.3082,3524.32,west,0
37.8,72538.91,0.4418,3108.23,north,1
41.3,60078.06,1.5939,5179.00,north,1
47.5,83446.57,0.0763,9382.51,east,1
29.5,72400.55,0.3846,5592.24,north,1
31.9,72578.08,0.7408,12771.72,north,1
31.9,90827.37,-0.1320,4111.57,east,1
31.5,47113.52,-1.1282,6892.66,north,0
44.8,84028.23,-1.4777,-1316.95,north,0
23.2,61314.68,-0.2174,3130.52,north,0
58.6,32685.07,,4996.95,south,0
27.1,68823.44,0.9811,2982.73,west,1
41.1,56227.57,1.6149,2739.44,west,0
51.4,91155.68,0.8914,3411.40,east,1
25.2,50920.50,-0.6633,2172.70,east,0
39.3,60905.26,-1.4699,3467.95,west,0
47.3,64323.97,-0.5312,5306.25,north,0
46.6,,-0.2800,6193.60,south,0
64.4,69377.69,-0.7577,1863.35,west,1
58.8,41642.03,0.9070,4463.46,west,1
24.3,85984.75,-0.8073,2677.90,south,0
61.3,90751.79,0.5651,7806.67,east,1
46.6,59841.51,0.7666,10281.87,west,0
53.3,30730.66,-1.7552,5675.90,east,0
26.3,63350.71,-0.4382,6338.38,north,0
42.5,63249.53,1.2406,4291.77,west,1
54.4,73297.71,0.8282,6566.56,south,1
59.5,54527.96,0.1064,4477.73,north,1
59.9,38022.59,-1.1229,1308.31,north,0
29.3,57373.56,-0.7179,8825.30,south,0
61.3,42906.46,0.0716,11832.66,south,0
47.6,92708.40,1.2452,6987.56,east,1
52.8,46941.54,0.4769,5101.40,west,0
62.3,47958.67,-0.1027,6539.75,north,0
39.1,59133.72,0.2176,10148.97,east,1
65.8,37102.67,0.7620,3724.96,north,1
63.8,51771.77,-1.7683,7333.48,north,0
60.0,57501.24,-1.0057,5653.93,south,0
37.8,50977.56,0.0146,-1385.94,south,0
45.5,55358.78,1.1924,4059.65,south,1
27.0,82908.23,1.0626,6835.22,west,1
57.5,68001.41,-0.7959,6199.32,north,0
64.3,35310.76,0.0076,4785.08,east,0
26.4,52070.51,-0.7573,1391.24,east,0
56.7,73770.48,-0.4073,5900.77,south,0
54.1,47990.71,0.1269,5675.48,west,0
19.9,61506.26,-0.3790,6775.86,south,0
65.7,59465.68,-0.5754,10523.74,east,0
42.9,69750.58,-1.1817,5282.78,east,0
32.0,56693.42,-1.6015,8449.26,north,1
19.6,57392.57,-0.2103,6621.88,east,0
58.7,44148.88,0.1734,13452.97,north,0
35.6,66633.63,0.5984,6684.73,west,1
44.7,42875.00,-0.8355,13113.77,west,0
28.1,91981.95,-0.7411,2177.96,north,1
49.6,59627.09,,1534.14,west,1
38.7,55868.84,0.3964,6634.14,north,0
59.9,74540.09,0.8646,4775.20,north,1
52.6,58432.06,-0.5868,9125.05,west,0
55.5,61629.84,-0.7332,7636.76,east,0
31.1,59030.73,-1.1691,7692.01,west,0
21.3,46618.92,0.9701,2869.51,west,0
63.8,42994.45,-1.1536,5142.23,west,0
66.7,47099.32,-1.7476,7784.71,east,0
51.5,80876.82,-0.7670,3541.14,south,1
65.9,48423.78,1.2440,5291.94,south,1
54.7,52514.80,0.0079,8906.27,south,0
49.5,51714.75,0.2139,5139.67,east,1
39.8,72867.05,0.0967,5981.81,west,1
36.5,,-0.0653,8931.88,west,1
43.5,42949.55,-0.1870,6626.51,north,0
29.6,70114.09,-1.4202,879.70,east,1
40.2,62200.67,1.6405,5642.75,east,1
44.4,54413.14,-0.1721,5361.73,east,0
19.6,69314.80,1.1902,6306.87,south,1
38.5,36569.69,-1.5793,12170.25,west,0
32.8,75347.74,0.5201,8725.03,south,1
51.0,64067.40,-1.1978,5732.40,south,0
60.2,41614.79,-1.3095,3299.61,south,0
50.0,89378.83,0.2456,7844.04,north,1
52.5,75683.02,1.0081,5863.43,east,1
49.9,81424.02,1.3444,9235.17,north,1
31.3,33186.45,1.3078,6257.81,south,0
37.6,54997.00,-0.2912,8306.61,south,0
61.9,50367.29,0.7629,2880.45,west,0
67.2,71541.62,-0.6167,4762.28,east,0
27.4,84962.12,-0.5593,5450.73,south,1
18.5,24890.16,0.2229,2816.20,north,0
68.0,60373.18,-0.1378,6464.73,south,0
62.7,57678.50,0.8267,4153.17,west,0
49.6,78407.75,-1.8476,4188.21,south,1
60.5,59251.09,1.1136,3184.70,north,1
48.9,36569.57,-0.5998,5008.51,east,0
65.1,56418.65,1.4537,356.92,south,1
30.7,40915.68,1.1217,7974.24,west,0
41.1,45676.07,-1.1679,6504.75,north,0
52.9,60776.11,-0.0690,6989.22,east,0
29.2,51145.05,0.6573,9038.90,south,0
55.2,65138.66,-0.8089,6100.54,south,0
31.6,32058.32,-0.7578,4367.67,west,1
54.9,102730.29,-0.3223,9266.83,east,1
59.8,83218.08,0.7246,4111.11,west,1
40.1,73209.71,,5736.35,south,1
69.5,36190.27,-0.4386,-1241.04,south,0
50.8,20270.96,0.8082,3615.49,south,0
57.3,44106.03,1.4511,5168.82,east,0
19.1,55722.28,0.8998,7194.68,south,1
23.9,101072.01,-0.7468,6802.75,south,1
55.0,84045.28,-0.8546,8120.56,south,1
67.0,50328.78,0.2679,3534.84,west,0
50.7,82236.32,0.8022,3524.79,south,1
65.5,82524.45,0.4114,5837.02,north,1
21.1,60285.91,-0.3989,2807.63,east,1
64.4,,-0.9395,3992.98,north,0
63.6,66073.20,1.2490,5356.94,north,1
50.7,47943.24,-0.1630,-812.89,east,0
40.3,38374.36,1.8425,403.88,north,1
54.7,57736.57,-1.1550,6386.42,west,0
30.7,78362.90,-0.3429,2990.14,west,1
52.7,35055.00,-0.6513,7396.09,south,0
54.1,30346.94,1.8210,3673.98,east,0
46.1,70119.00,1.2180,2017.26,north,1
31.5,9991.75,-0.5039,6973.38,west,0
18.1,93542.93,-1.9290,4338.55,south,1
28.2,51901.82,1.1353,6214.20,north,1
61.4,73482.31,0.1191,3083.90,east,1
29.0,94222.82,-1.1321,2690.67,north,1
21.9,33295.43,-1.5039,4108.32,east,0
30.8,40663.98,0.3882,2727.54,south,0
45.0,101266.18,-0.2140,4526.87,east,1
48.5,54761.14,0.1340,2048.62,west,1
63.6,57647.38,0.3837,6108.56,west,1
62.4,64180.27,-0.3770,7402.29,north,0
68.4,79448.32,-0.2800,6465.65,west,1
64.0,84394.87,0.6473,1263.28,south,1
41.4,62021.62,-0.1178,8748.90,west,0
25.4,53830.45,-0.2839,-169.42,west,0
67.7,59328.68,0.6277,5686.22,east,1
29.9,65580.47,-1.9730,5359.43,south,1
50.4,84102.99,1.2273,7337.73,west,1
31.8,62494.41,0.4354,3036.56,east,1
60.5,93500.08,-0.7667,3546.01,north,1
28.4,44205.37,-0.1816,8517.29,west,0
39.9,69789.99,1.2144,8449.75,south,1
29.4,92318.45,0.5440,2005.06,west,1
62.7,83701.99,-1.7726,4209.35,south,1
50.2,66118.64,-1.0134,2697.56,east,0
50.8,,0.1767,-2727.36,west,0
34.4,46891.29,1.7687,8440.07,north,0
27.2,57118.57,0.7547,3078.84,west,0
62.6,,,5225.81,west,0
57.8,55413.55,0.5711,5795.77,south,0
56.2,33204.10,0.0131,1186.68,east,0
69.9,46416.74,-0.3029,7752.03,west,0
47.1,69527.68,0.3764,3047.63,south,1
27.3,75370.08,-2.1245,683.33,west,1
49.7,34245.12,1.0016,6044.13,north,1
32.9,53298.00,0.5312,5539.14,east,0
44.7,29194.89,-0.4381,3419.36,west,0
41.9,49622.65,-0.8500,4875.55,south,0
47.3,125200.29,-1.1984,10101.57,east,1
65.9,61170.28,0.2693,7126.14,north,1
60.1,53643.77,0.1466,5070.29,south,0
39.6,49165.32,0.1747,3959.26,east,0
60.5,37730.30,1.6975,10548.59,south,1
62.7,25792.62,-2.1844,3739.01,south,0
58.2,59223.98,-0.7155,-803.96,west,0
46.7,54914.31,-0.7677,8702.27,east,0
64.8,87192.21,0.9398,3551.47,north,1
43.6,29884.52,-0.2495,-1468.24,south,0
23.5,68016.38,-0.9352,844.90,east,0
32.2,84688.56,0.2061,966.40,south,1
52.2,23974.95,0.4029,-1548.51,east,0
37.7,72107.64,1.5989,2766.70,east,1
40.0,30357.05,0.2525,3244.36,north,0
38.9,69613.02,-0.4360,9932.27,west,0
28.0,87161.17,-0.4982,4772.33,south,1
22.9,59930.01,-0.8057,3284.45,north,0
20.6,65283.97,0.4846,4526.25,east,1
53.0,47233.78,0.8110,5611.72,south,1
34.9,65324.69,-0.2242,7999.87,north,1
41.8,80839.14,-0.1337,8958.81,east,0
66.6,56635.31,1.3681,-835.17,north,1
50.6,57435.08,0.1004,608.08,east,0
60.2,67184.90,0.4947,4972.74,north,1
57.6,75150.47,-1.0757,10785.03,south,0
67.6,29883.26,-0.5997,3546.95,north,0
21.5,61105.69,-2.1185,8286.82,west,1
38.0,47396.91,-1.3553,3352.87,east,1
67.4,69144.39,0.3657,3348.57,south,0
42.2,79081.16,1.2370,4255.18,east,1
67.3,65748.86,-0.2642,9197.09,south,1
27.6,83785.67,-1.1831,3596.02,west,1
21.1,41767.48,0.0928,5258.93,west,0
64.6,52485.14,1.1357,6032.21,west,1
39.4,41790.94,-0.1614,7794.24,south,0
44.4,61099.55,0.9123,5224.85,west,1
66.7,61776.81,-0.0618,7723.89,south,0
29.4,56361.92,-1.2203,10134.41,east,1
68.3,37693.56,-0.8985,7439.31,north,0
38.6,58599.79,-0.2531,3934.91,west,1
30.9,51959.48,2.2637,4648.33,north,0
30.2,71142.54,0.5809,5899.23,south,1
45.0,55045.69,-0.2353,4268.12,east,1
42.3,81428.97,0.2889,1706.04,south,1
64.1,64273.12,0.2120,2262.07,west,1
20.6,25810.99,-0.4379,3394.14,north,0
20.3,56825.59,-0.1031,-827.87,south,1
25.9,33689.31,-0.2511,13800.03,west,0
49.5,77847.53,0.7372,7639.85,west,1
58.6,86421.43,1.5481,3372.60,west,1
43.0,59524.68,,2832.42,north,1
49.9,68181.68,-0.3144,8750.58,east,0
51.4,33395.28,0.5505,839.99,east,0
19.0,18602.11,-0.7168,1993.61,east,0
30.8,49794.76,-1.0819,8183.76,north,1
69.9,55317.04,0.0769,4836.23,north,0
35.2,32148.71,0.6057,7403.72,west,0
67.2,61696.84,-0.0602,5397.01,north,1
43.6,65782.13,0.8230,5070.81,east,1
29.6,71870.94,0.8234,3139.22,south,1
18.1,88563.58,0.7530,6520.32,north,1
29.3,74940.26,-0.1506,5794.25,west,1
34.7,53280.88,-1.3470,5771.03,west,0
40.8,61966.57,1.7883,3792.42,west,1
41.3,71098.81,-0.4700,8683.43,south,0
46.5,40776.73,0.7284,5288.06,south,1
42.7,84479.34,0.4846,6887.55,east,1
19.7,76639.72,-0.3412,1568.98,south,1
31.9,55874.72,1.8138,109.61,north,0
68.0,48296.78,0.6710,7282.90,east,1
19.4,130120.20,-0.0110,3116.63,north,1
56.2,75529.21,-0.4111,2551.03,west,1
42.8,77362.55,-0.9566,6174.52,south,0
54.8,93176.52,-1.2521,9083.13,north,1
35.3,78127.16,0.5688,4248.98,east,1
37.2,63933.24,-0.4342,4194.52,east,1
44.9,73025.55,-0.4464,6409.17,west,0
65.3,43242.38,0.5033,6730.50,west,0
35.1,73249.33,-0.3421,5278.73,east,1
22.5,31716.92,0.6481,-351.89,north,0
20.0,67883.20,-0.6315,7388.38,south,0
63.8,70356.02,-0.5120,2751.21,north,0
34.3,31362.11,0.9116,11348.90,south,0
24.2,95461.79,-0.6721,3004.95,north,1
49.0,38914.53,0.6073,5745.00,east,1
61.9,79378.93,0.5033,4919.13,west,1
49.2,50388.62,0.0100,5685.24,west,0
25.9,65875.56,-1.6353,12608.58,south,1
39.1,48020.81,-1.2941,4324.82,east,0
31.9,106076.76,-1.0809,8164.03,west,1
18.9,79179.64,-1.2718,5111.90,south,1
68.2,93540.51,0.8549,4037.00,west,1
41.9,74639.05,-0.8595,7386.45,north,1
25.0,73050.90,-1.2255,6112.78,east,1
64.0,63018.04,-0.4999,4549.28,west,0
69.2,55856.62,-0.0951,2174.88,east,0
60.4,71481.18,-1.6487,6371.40,north,0
31.2,63242.96,0.5989,15334.78,north,1
27.9,57505.39,0.7154,4698.43,west,1
45.3,34932.55,-0.5881,7003.55,west,0
48.3,54666.90,0.7989,3353.36,north,1
63.7,71478.48,-1.5356,15535.30,west,0
68.3,51662.21,-0.5451,815.74,south,0
65.3,66762.44,-0.1615,3349.98,south,0
35.8,57737.84,0.0693,-546.20,east,1
48.5,41347.56,1.1339,7186.59,south,1
24.4,43709.57,-0.3258,5574.48,north,1
45.0,46717.83,-0.9976,6397.05,west,0
21.7,55032.17,0.2117,5072.45,south,0
23.8,55569.07,0.1528,9805.27,east,1
24.3,81029.79,0.4412,9247.11,west,1
33.7,40380.83,-0.3298,8635.96,west,0
34.1,22696.79,0.1697,-2980.63,east,0
54.7,73062.77,-0.5636,2372.79,south,1
22.0,52011.09,0.5545,5437.70,north,1
23.8,58229.75,,7779.19,west,0
52.1,107474.54,-0.6122,-3151.17,south,1
53.0,,1.1488,9897.84,east,1
54.9,71321.37,-0.7507,6131.41,west,0
55.4,77920.26,0.0024,9926.53,east,1
52.5,62671.87,0.5581,1594.02,north,1
46.7,78162.61,-0.3145,2801.16,south,0
56.6,49207.63,0.8897,1962.89,north,1
22.2,47339.34,-0.5731,3225.24,south,0
29.0,51869.33,1.0039,2763.80,north,1
56.6,89652.27,-1.5352,-155.12,north,1
28.0,89237.70,-1.3332,9013.99,south,1
45.6,49319.51,0.0641,6733.17,north,0
31.5,81954.30,1.4056,2617.67,north,1
40.4,57580.79,1.5852,-1105.17,south,1
61.4,80365.75,-0.8476,8589.17,south,0
52.4,54672.63,-0.0311,-1793.04,south,0
41.1,78199.11,-0.4858,1745.48,south,1
32.2,58499.73,-2.1101,1251.41,north,1
59.9,55263.04,0.7106,2852.18,north,1
52.2,60157.39,-0.3715,6456.60,south,0
40.9,63497.95,1.3456,7661.02,south,0
63.2,49846.27,0.2718,6011.16,south,1
54.0,35321.29,,1546.86,west,0
69.0,91885.30,-0.6823,8988.01,west,1
52.5,53335.17,-0.1873,8655.87,west,0
64.8,27036.86,0.4449,7422.86,north,0
46.6,18694.51,-0.4841,12217.60,south,0
54.9,8826.57,2.7567,1835.48,north,0
61.8,49296.43,0.2026,2743.16,north,0
22.7,85736.88,-1.1199,2693.21,east,1
42.7,30454.46,0.0774,3178.29,north,1
49.5,54698.04,1.1241,6999.22,north,1
21.0,26679.77,0.4204,5673.78,north,0
59.0,81037.39,-0.3278,3826.23,north,1
55.2,67406.37,-0.6543,8532.05,east,0
66.7,66626.01,-0.7789,4793.19,north,1
37.3,85635.62,-1.1670,3348.51,north,1
42.4,91101.03,-0.5093,3136.05,south,1
65.4,79730.04,0.2562,1093.50,north,1
39.4,49980.66,-0.5586,4332.24,west,0
61.4,36177.39,1.5981,2404.57,north,1
39.9,41374.14,0.3690,4681.90,west,0
35.6,28268.16,-0.4383,6148.27,south,0
32.4,94105.73,-0.0343,6404.32,east,1
29.1,57179.22,1.4403,3643.99,north,0
40.4,63091.34,-1.6783,10736.45,south,0
26.4,64343.32,0.2310,1529.95,south,1
61.1,98077.60,2.6330,7140.23,south,1
68.7,50298.74,0.9834,5081.66,south,1
23.1,82607.07,-0.8919,5859.47,east,1
20.9,66345.43,0.1207,2952.66,east,1
18.2,57911.00,-0.2338,2646.65,east,0
66.5,25208.20,2.7359,6922.78,east,0
21.8,77751.51,-0.6632,-208.38,south,0
53.4,46960.27,-0.2704,5399.16,west,0
33.8,52237.35,-0.3274,576.82,west,0
28.3,64922.09,-1.4038,-543.95,north,1
30.8,62501.73,-3.2481,5206.44,north,1
53.9,81562.36,-0.2359,3273.56,north,1
18.9,48329.65,0.5042,10832.39,west,0
63.0,63795.82,-0.4282,-320.51,east,0
47.5,65910.70,0.4842,5431.39,north,1
30.3,61239.29,0.7384,5300.56,north,1
28.8,73356.63,0.6845,5494.04,south,1
52.0,56051.49,-1.6729,3565.43,south,0
50.7,83093.47,1.4821,105.52,west,1
34.5,47615.42,0.8433,7195.40,south,1
35.4,34101.55,0.7880,7235.01,east,0
42.1,60009.97,0.0076,6153.86,east,0
65.3,82645.49,-0.0052,5812.08,west,1
46.0,51212.31,-0.5358,8605.69,west,0
61.7,49137.26,0.4112,7943.42,south,0
51.3,54357.51,0.9066,7082.66,north,1
47.2,63824.18,-0.5638,3094.58,east,0
43.5,57516.25,0.8032,8045.85,south,1
53.4,66527.98,-0.4608,2366.54,south,0
43.6,28924.72,,6164.38,south,0
55.8,88540.06,-0.1450,1978.88,west,1
27.5,71564.55,0.8440,4505.73,north,1
34.8,44821.98,1.8957,7375.96,east,0
63.4,86194.36,0.2214,4059.14,north,1
38.6,69110.34,-0.4858,7857.87,north,0
61.8,88040.36,-0.4218,3562.02,east,1
66.8,38973.57,0.6121,10021.00,east,0
48.1,91511.78,-0.4886,4523.29,south,0
23.3,61621.00,0.9625,12844.25,west,0
57.4,22646.02,0.2920,7160.03,east,0
52.6,74723.39,0.8904,4881.47,south,1
33.1,55178.79,-0.5442,1617.04,north,0
62.9,41994.46,-0.9425,3733.56,east,0
43.1,56785.48,-0.7337,10938.10,south,0
21.0,24776.57,0.3911,1236.05,south,0
21.5,71593.28,-0.7737,279.35,east,1
29.9,56765.19,0.6839,5898.57,north,1
49.7,55764.15,-2.0256,8788.44,south,0
60.4,86984.60,-0.6557,3861.53,west,1
23.2,61420.58,-0.1618,2405.08,east,0
19.2,48518.15,-1.8000,4327.26,east,1
50.4,43144.97,-0.6014,4348.05,south,0
39.3,59638.55,-1.4737,8384.08,east,0
41.0,80503.58,-0.0687,10664.23,south,1
60.7,49989.71,-0.2372,4552.64,east,0
65.8,41527.32,0.7321,2510.48,south,1
68.3,77870.86,-0.8273,1384.56,west,0
58.5,61872.27,-1.6032,-229.80,west,0
18.2,60297.23,-0.5346,4773.64,south,0
25.8,99425.12,0.1297,290.97,south,1
48.5,38267.29,0.0946,7134.83,north,0
67.7,64458.34,0.1678,4282.55,north,1
22.2,27855.45,1.2041,2862.89,south,0
44.8,55199.36,-0.3479,9321.75,south,0
38.6,71657.06,-0.2061,-252.42,east,1
39.2,81623.03,-0.8298,7711.09,east,1
32.0,37208.50,-0.5810,5305.24,south,0
32.1,76249.38,1.0316,5761.84,south,1
30.4,75277.98,0.3594,4942.36,east,1
23.4,58471.23,-2.5725,1550.87,west,1
46.8,106376.64,1.1923,6804.14,south,1
41.2,60771.48,-1.9574,8580.34,west,0
55.1,44430.69,,-1126.14,east,0
51.3,68646.20,0.9618,5279.49,east,1
67.5,26243.30,0.1331,4613.65,north,0
35.7,89671.41,0.5547,4077.85,south,1
63.9,79069.31,0.8607,6202.15,west,1
38.0,53350.63,0.2992,4368.61,west,0
52.4,72142.97,-1.2331,3745.73,south,0
